SRNO,INVDATE,INVNO,SUPPLIER,PARTY,ITEM,BRAND,HSN,PCS,QTY,PRATE,ADAT %,DISC %,DISC AMT,RATE,ACCVALUE,GSTPERC,GSTAMT,NET AMT,LRNO,CASE NO,TRANSPORT,SALESPERSON
946,09/04/2026,369,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 7897,JAINAM CREATION,540754,3,0,2274,2,2,-136.44,2274,6822,5,340.96,7160.23,0730263,315,J.D.LOGISTICS,RATAN BHAI
947,09/04/2026,369,MANIBHADRA TRADELINK,V R PAWAR SAREES,ST 4610,JAINAM CREATION,540754,3,0,978,2,2,-58.68,978,2934,5,146.64,3079.47,0730263,315,J.D.LOGISTICS,RATAN BHAI
948,09/04/2026,369,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6258,JAINAM CREATION,540754,7,0,880,2,2,-123.2,880,6160,5,307.88,6465.42,0730263,315,J.D.LOGISTICS,RATAN BHAI
949,09/04/2026,369,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 4668,JAINAM CREATION,540754,10,0,978,2,2,-195.6,978,9780,5,488.8,10264.89,0730263,315,J.D.LOGISTICS,RATAN BHAI
950,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,GT 7157,JAINAM CREATION,540754,5,0,2274,2,2,-227.4,2274,11370,5,568.27,11933.72,0730262,316,J.D.LOGISTICS,RATAN BHAI
951,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,JC 4385,JAINAM CREATION,540754,10,0,1148,2,2,-229.6,1148,11480,5,573.77,12049.18,0730262,316,J.D.LOGISTICS,RATAN BHAI
952,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,OG 7237,JAINAM CREATION,540754,5,0,1509,2,2,-150.9,1509,7545,5,377.1,7919.08,0730262,316,J.D.LOGISTICS,RATAN BHAI
953,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 8438,JAINAM CREATION,540754,5,0,1934,2,2,-193.4,1934,9670,5,483.31,10149.44,0730262,316,J.D.LOGISTICS,RATAN BHAI
954,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 7765,JAINAM CREATION,540754,6,0,893,2,2,-107.16,893,5358,5,267.79,5623.65,0730262,316,J.D.LOGISTICS,RATAN BHAI
955,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 1824,JAINAM CREATION,540754,9,0,1016,2,2,-182.88,1016,9144,5,457.02,9597.36,0730262,316,J.D.LOGISTICS,RATAN BHAI
956,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6195,JAINAM CREATION,540754,8,0,931,2,2,-148.96,931,7448,5,372.25,7817.27,0730262,316,J.D.LOGISTICS,RATAN BHAI
957,09/04/2026,370,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 4944,JAINAM CREATION,540754,9,0,931,2,2,-167.58,931,8379,5,418.78,8794.43,0730262,316,J.D.LOGISTICS,RATAN BHAI
958,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT C 3052,JAINAM CREATION,540754,17,0,931,2,2,-316.54,931,15827,5,791.03,16611.7,0730260,317,J.D.LOGISTICS,RATAN BHAI
959,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,SR 4792,JAINAM CREATION,540754,2,0,1339,2,2,-53.56,1339,2678,5,133.85,2810.78,0730260,317,J.D.LOGISTICS,RATAN BHAI
960,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6499,JAINAM CREATION,540754,5,0,999,2,2,-99.9,999,4995,5,249.65,5242.65,0730260,317,J.D.LOGISTICS,RATAN BHAI
961,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 4754,JAINAM CREATION,540754,4,0,931,2,2,-74.48,931,3724,5,186.13,3908.64,0730260,317,J.D.LOGISTICS,RATAN BHAI
962,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6546,JAINAM CREATION,540754,6,0,931,2,2,-111.72,931,5586,5,279.19,5862.96,0730260,317,J.D.LOGISTICS,RATAN BHAI
963,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 6251,JAINAM CREATION,540754,5,0,1509,2,2,-150.9,1509,7545,5,377.1,7919.08,0730260,317,J.D.LOGISTICS,RATAN BHAI
964,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,GT 3131,JAINAM CREATION,540754,6,0,1424,2,2,-170.88,1424,8544,5,427.03,8967.61,0730260,317,J.D.LOGISTICS,RATAN BHAI
965,09/04/2026,371,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6500,JAINAM CREATION,540754,6,0,931,2,2,-111.72,931,5586,5,279.19,5862.96,0730260,317,J.D.LOGISTICS,RATAN BHAI
966,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 8489,JAINAM CREATION,540754,2,0,2461,2,2,-98.44,2461,4922,5,246,5166.03,0730258,318,J.D.LOGISTICS,RATAN BHAI
967,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7753,JAINAM CREATION,540754,3,0,1781,2,2,-106.86,1781,5343,5,267.04,5607.9,0730258,318,J.D.LOGISTICS,RATAN BHAI
968,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7643,JAINAM CREATION,540754,2,0,2032,2,2,-81.28,2032,4064,5,203.12,4265.49,0730258,318,J.D.LOGISTICS,RATAN BHAI
969,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7546,JAINAM CREATION,540754,2,0,1763,2,2,-70.52,1763,3526,5,176.23,3700.82,0730258,318,J.D.LOGISTICS,RATAN BHAI
970,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 7748,JAINAM CREATION,540754,4,0,1339,2,2,-107.12,1339,5356,5,267.69,5621.55,0730258,318,J.D.LOGISTICS,RATAN BHAI
971,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,SR 4773,JAINAM CREATION,540754,5,0,1267,2,2,-126.7,1267,6335,5,316.62,6649.09,0730258,318,J.D.LOGISTICS,RATAN BHAI
972,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 7220,JAINAM CREATION,540754,1,0,1084,2,2,-21.68,1084,1084,5,54.18,1137.75,0730258,318,J.D.LOGISTICS,RATAN BHAI
973,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 2614,JAINAM CREATION,540754,1,0,918,2,2,-18.36,918,918,5,45.88,963.51,0730258,318,J.D.LOGISTICS,RATAN BHAI
974,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 7765,JAINAM CREATION,540754,6,0,893,2,2,-107.16,893,5358,5,267.79,5623.65,0730258,318,J.D.LOGISTICS,RATAN BHAI
975,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 4944,JAINAM CREATION,540754,9,0,931,2,2,-167.58,931,8379,5,418.78,8794.43,0730258,318,J.D.LOGISTICS,RATAN BHAI
976,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,GT 7285,JAINAM CREATION,540754,7,0,1339,2,2,-187.46,1339,9373,5,468.46,9837.71,0730258,318,J.D.LOGISTICS,RATAN BHAI
977,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,SF 8385,JAINAM CREATION,540754,5,0,2461,2,2,-246.1,2461,12305,5,615,12915.08,0730258,318,J.D.LOGISTICS,RATAN BHAI
978,09/04/2026,372,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 5229,JAINAM CREATION,540754,4,0,2061,2,2,-164.88,2061,8244,5,412.04,8652.74,0730258,318,J.D.LOGISTICS,RATAN BHAI
979,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 8127,JAINAM CREATION,540754,3,0,2138,2,2,-128.28,2138,6414,5,346.63,7279.3,0730267,320,J.D.LOGISTICS,RATAN BHAI
980,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7454,JAINAM CREATION,540754,2,0,1913,2,2,-76.52,1913,3826,5,206.77,4342.16,0730267,320,J.D.LOGISTICS,RATAN BHAI
981,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7641,JAINAM CREATION,540754,1,0,1781,2,2,-35.62,1781,1781,5,96.25,2021.27,0730267,320,J.D.LOGISTICS,RATAN BHAI
982,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 8797,JAINAM CREATION,540754,3,0,2274,2,2,-136.44,2274,6822,5,368.68,7742.34,0730267,320,J.D.LOGISTICS,RATAN BHAI
983,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7826,JAINAM CREATION,540754,2,0,1828,2,2,-73.12,1828,3656,5,197.58,4149.22,0730267,320,J.D.LOGISTICS,RATAN BHAI
984,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7493,JAINAM CREATION,540754,3,0,1488,2,2,-89.28,1488,4464,5,241.25,5066.23,0730267,320,J.D.LOGISTICS,RATAN BHAI
985,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 8238,JAINAM CREATION,540754,4,0,4,2,2,-130.88,1636,6544,5,0.86,18.15,0730267,320,J.D.LOGISTICS,RATAN BHAI
986,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7826,JAINAM CREATION,540754,2,0,1781,2,2,-71.24,1781,3562,5,192.5,4042.54,0730267,320,J.D.LOGISTICS,RATAN BHAI
987,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7664,JAINAM CREATION,540754,3,0,2401,2,2,-144.06,2401,7203,5,389.27,8174.74,0730267,320,J.D.LOGISTICS,RATAN BHAI
988,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 7627,JAINAM CREATION,540754,5,0,1309,2,2,-130.9,1309,6545,5,353.71,7427.97,0730267,320,J.D.LOGISTICS,RATAN BHAI
989,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 7104,JAINAM CREATION,540754,2,0,2291,2,2,-91.64,2291,4582,5,247.63,5200.15,0730267,320,J.D.LOGISTICS,RATAN BHAI
990,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,OG 7415,JAINAM CREATION,540754,2,0,1573,2,2,-62.92,1573,3146,5,170.02,3570.42,0730267,320,J.D.LOGISTICS,RATAN BHAI
991,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6257,JAINAM CREATION,540754,5,0,893,2,2,-89.3,893,4465,5,241.3,5067.36,0730267,320,J.D.LOGISTICS,RATAN BHAI
992,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,OG 7237,JAINAM CREATION,540754,2,0,1509,2,2,-60.36,1509,3018,5,163.1,3425.15,0730267,320,J.D.LOGISTICS,RATAN BHAI
993,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7152,JAINAM CREATION,540754,3,0,2189,2,2,-131.34,2189,6567,5,354.9,7452.94,0730267,320,J.D.LOGISTICS,RATAN BHAI
994,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6195,JAINAM CREATION,540754,5,0,931,2,2,-93.1,931,4655,5,251.57,5282.99,0730267,320,J.D.LOGISTICS,RATAN BHAI
995,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NCM 7772,JAINAM CREATION,540754,1,0,2168,2,2,-43.36,2168,2168,5,117.17,2460.48,0730267,320,J.D.LOGISTICS,RATAN BHAI
996,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7604,JAINAM CREATION,540754,1,0,1976,2,2,-39.52,1976,1976,5,106.79,2242.58,0730267,320,J.D.LOGISTICS,RATAN BHAI
997,09/04/2026,373,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 8509,JAINAM CREATION,540754,2,0,2716,2,2,-108.64,2716,5432,5,293.56,6164.82,0730267,320,J.D.LOGISTICS,RATAN BHAI
998,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,FD 7993,JAINAM CREATION,540754,4,0,2423,2,2,-193.84,2423,9692,5,484.41,10172.53,0730268,321,J.D.LOGISTICS,RATAN BHAI
999,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,GT 6665,JAINAM CREATION,540754,2,0,1441,2,2,-57.64,1441,2882,5,144.04,3024.89,0730268,321,J.D.LOGISTICS,RATAN BHAI
1000,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 4754,JAINAM CREATION,540754,4,0,931,2,2,-74.48,931,3724,5,186.13,3908.64,0730268,321,J.D.LOGISTICS,RATAN BHAI
1001,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT C 3052,JAINAM CREATION,540754,11,0,931,2,2,-204.82,931,10241,5,511.85,10748.75,0730268,321,J.D.LOGISTICS,RATAN BHAI
1002,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,OG 7415,JAINAM CREATION,540754,5,0,1573,2,2,-157.3,1573,7865,5,393.09,8254.94,0730268,321,J.D.LOGISTICS,RATAN BHAI
1003,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,GT 3131,JAINAM CREATION,540754,6,0,1424,2,2,-170.88,1424,8544,5,427.03,8967.61,0730268,321,J.D.LOGISTICS,RATAN BHAI
1004,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6500,JAINAM CREATION,540754,6,0,931,2,2,-111.72,931,5586,5,279.19,5862.96,0730268,321,J.D.LOGISTICS,RATAN BHAI
1005,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,VT 6499,JAINAM CREATION,540754,5,0,999,2,2,-99.9,999,4995,5,249.65,5242.65,0730268,321,J.D.LOGISTICS,RATAN BHAI
1006,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 8508,JAINAM CREATION,540754,5,0,2083,2,2,-208.3,2083,10415,5,520.54,10931.37,0730268,321,J.D.LOGISTICS,RATAN BHAI
1007,09/04/2026,374,MANIBHADRA TRADELINK,V R PAWAR SAREES,NT 7104,JAINAM CREATION,540754,6,0,2291,2,2,-274.92,2291,13746,5,687.03,14427.53,0730268,321,J.D.LOGISTICS,RATAN BHAI
1008,09/04/2026,375,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHIRAG,SHYAM TEX,540754,15,0,513,2,2,-153.9,513,7695,5,384.6,8076.52,0729978,96,J.D.LOGISTICS,AMAR BHAI
1009,09/04/2026,375,MANIBHADRA TRADELINK,V R PAWAR SAREES,PRITAM,SHYAM TEX,540754,20,0,535,2,2,-214,535,10700,5,534.79,11230.51,0729978,96,J.D.LOGISTICS,AMAR BHAI
1010,09/04/2026,375,MANIBHADRA TRADELINK,V R PAWAR SAREES,UPKAR 8,SHYAM TEX,540754,10,0,535,2,2,-107,535,5350,5,267.39,5615.25,0729978,96,J.D.LOGISTICS,AMAR BHAI
1011,09/04/2026,375,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAJ 3,SHYAM TEX,540754,10,0,535,2,2,-107,535,5350,5,267.39,5615.25,0729978,96,J.D.LOGISTICS,AMAR BHAI
1012,09/04/2026,375,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAJ 8,SHYAM TEX,540754,5,0,535,2,2,-53.5,535,2675,5,133.7,2807.63,0729978,96,J.D.LOGISTICS,AMAR BHAI
1013,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,18014,YASH CREATION,540754,5,0,2995,2,5,-748.75,2995,14975,5,725.54,15236.31,0729956,198,J.D.LOGISTICS,RATAN BHAI
1014,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17195,YASH CREATION,540754,6,0,3295,2,5,-988.5,3295,19770,5,957.86,20114.99,0729956,198,J.D.LOGISTICS,RATAN BHAI
1015,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17212,YASH CREATION,540754,5,0,2750,2,5,-687.5,2750,13750,5,666.19,13989.94,0729956,198,J.D.LOGISTICS,RATAN BHAI
1016,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17159,YASH CREATION,540754,5,0,2750,2,5,-687.5,2750,13750,5,666.19,13989.94,0729956,198,J.D.LOGISTICS,RATAN BHAI
1017,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17996,YASH CREATION,540754,5,0,4495,2,5,-1123.75,4495,22475,5,1088.91,22867.19,0729956,198,J.D.LOGISTICS,RATAN BHAI
1018,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17995,YASH CREATION,540754,5,0,4750,2,5,-1187.5,4750,23750,5,1150.69,24164.44,0729956,198,J.D.LOGISTICS,RATAN BHAI
1019,09/04/2026,376,MANIBHADRA TRADELINK,V R PAWAR SAREES,17164,YASH CREATION,540754,6,0,2750,2,5,-825,2750,16500,5,799.43,16787.93,0729956,198,J.D.LOGISTICS,RATAN BHAI
1020,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,JERRY,SAI DESIGNER CREATIVE,540754,4,0,1095,2,,,1095,4380,5,223.38,4690.98,0730634,267,J.D.LOGISTICS,RATAN BHAI
1021,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,BEN TEN,SAI DESIGNER CREATIVE,540754,5,0,1165,2,,,1165,5825,5,297.08,6238.58,0730634,267,J.D.LOGISTICS,RATAN BHAI
1022,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,JUNAIRA,SAI DESIGNER CREATIVE,540754,4,0,2095,2,,,2095,8380,5,427.38,8974.98,0730634,267,J.D.LOGISTICS,RATAN BHAI
1023,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,SIFARISH,SAI DESIGNER CREATIVE,540754,5,0,1645,2,,,1645,8225,5,419.48,8808.98,0730634,267,J.D.LOGISTICS,RATAN BHAI
1024,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,MANGO DOLLY,SAI DESIGNER CREATIVE,540754,5,0,1645,2,,,1645,8225,5,419.48,8808.98,0730634,267,J.D.LOGISTICS,RATAN BHAI
1025,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,ANJIR,SAI DESIGNER CREATIVE,540754,10,0,1145,2,,,1145,11450,5,583.95,12262.95,0730634,267,J.D.LOGISTICS,RATAN BHAI
1026,09/04/2026,377,MANIBHADRA TRADELINK,V R PAWAR SAREES,SAMBHAVI,SAI DESIGNER CREATIVE,540754,4,0,1895,2,,,1895,7580,5,386.58,8118.18,0730634,267,J.D.LOGISTICS,RATAN BHAI
1027,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,ONLINE VAIRAL,SAI AASHA,540754,2,0,4600,2,,,4600,9200,5,469.2,9853.2,0729976,247,J.D.LOGISTICS,RATAN BHAI
1028,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,ONLINE VIRAL 2,SAI AASHA,540754,2,0,4600,2,,,4600,9200,5,469.2,9853.2,0729976,247,J.D.LOGISTICS,RATAN BHAI
1029,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,NET BITS 2,SAI AASHA,540754,7,0,2395,2,,,2395,16765,5,855.02,17955.32,0729976,247,J.D.LOGISTICS,RATAN BHAI
1030,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAMPUR BITS,SAI AASHA,540754,7,0,2750,2,,,2750,19250,5,981.75,20616.75,0729976,247,J.D.LOGISTICS,RATAN BHAI
1031,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,CIFFON AASHA,SAI AASHA,540754,6,0,1425,2,,,1425,8550,5,436.05,9157.05,0729976,247,J.D.LOGISTICS,RATAN BHAI
1032,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,CIFFON JAYA,SAI AASHA,540754,4,0,1675,2,,,1675,6700,5,341.7,7175.7,0729976,247,J.D.LOGISTICS,RATAN BHAI
1033,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,KINJAL SMOKE,SAI AASHA,540754,6,0,965,2,,,965,5790,5,295.29,6201.09,0729976,247,J.D.LOGISTICS,RATAN BHAI
1034,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,NOOR SMOKE,SAI AASHA,540754,4,0,965,2,,,965,3860,5,196.86,4134.06,0729976,247,J.D.LOGISTICS,RATAN BHAI
1035,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,FANCY KUM KUM,SAI AASHA,540754,6,0,1450,2,,,1450,8700,5,443.7,9317.7,0729976,247,J.D.LOGISTICS,RATAN BHAI
1036,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,RANGILI SMOKE,SAI AASHA,540754,5,0,965,2,,,965,4825,5,246.08,5167.58,0729976,247,J.D.LOGISTICS,RATAN BHAI
1037,09/04/2026,378,MANIBHADRA TRADELINK,V R PAWAR SAREES,NET BITS 6,SAI AASHA,540754,7,0,2395,2,,,2395,16765,5,855.02,17955.32,0729976,247,J.D.LOGISTICS,RATAN BHAI
1038,10/04/2026,379,MANIBHADRA TRADELINK,V R PAWAR SAREES,AASHIYANA,SUCHITRA SILK MILLS PVT LTD,540754,6,0,475,2,2,-57,475,2850,5,142.44,2991.3,0731083,602,J.D.LOGISTICS,RATAN BHAI
1039,10/04/2026,379,MANIBHADRA TRADELINK,V R PAWAR SAREES,ESHNA,SUCHITRA SILK MILLS PVT LTD,540754,8,0,545,2,2,-87.2,545,4360,5,217.91,4576.17,0731083,602,J.D.LOGISTICS,RATAN BHAI
1040,10/04/2026,379,MANIBHADRA TRADELINK,V R PAWAR SAREES,KHILONA,SUCHITRA SILK MILLS PVT LTD,540754,12,0,550,2,2,-132,550,6600,5,329.87,6927.23,0731083,602,J.D.LOGISTICS,RATAN BHAI
1041,10/04/2026,379,MANIBHADRA TRADELINK,V R PAWAR SAREES,ANIRUDDH,SUCHITRA SILK MILLS PVT LTD,540754,24,0,565,2,2,-271.2,565,13560,5,677.73,14232.31,0731083,602,J.D.LOGISTICS,RATAN BHAI
1042,10/04/2026,379,MANIBHADRA TRADELINK,V R PAWAR SAREES,MUSKAAN,SUCHITRA SILK MILLS PVT LTD,540754,12,0,455,2,2,-109.2,455,5460,5,272.89,5730.71,0731083,602,J.D.LOGISTICS,RATAN BHAI
1043,10/04/2026,380,MANIBHADRA TRADELINK,V R PAWAR SAREES,DIVYAM,SHIVA SAREES,540754,12,0,790,2,2,-189.6,790,9480,5,473.81,9950.02,0730627,296,J.D.LOGISTICS,AMAR BHAI
1044,10/04/2026,380,MANIBHADRA TRADELINK,V R PAWAR SAREES,RADHA,SHIVA SAREES,540754,12,0,990,2,2,-237.6,990,11880,5,593.76,12469.01,0730627,296,J.D.LOGISTICS,AMAR BHAI
1045,10/04/2026,380,MANIBHADRA TRADELINK,V R PAWAR SAREES,RUBY,SHIVA SAREES,540754,12,0,990,2,2,-237.6,990,11880,5,593.76,12469.01,0730627,296,J.D.LOGISTICS,AMAR BHAI
1046,10/04/2026,380,MANIBHADRA TRADELINK,V R PAWAR SAREES,TRIPTI,SHIVA SAREES,540754,12,0,1090,2,2,-261.6,1090,13080,5,653.74,13728.51,0730627,296,J.D.LOGISTICS,AMAR BHAI
1047,10/04/2026,381,MANIBHADRA TRADELINK,V R PAWAR SAREES,ROCK STAR,SURIYA PRINT,540754,39,0,515,2,2,-401.7,515,20085,5,1003.85,21080.82,0730644,45,J.D.LOGISTICS,AMAR BHAI
1048,10/04/2026,381,MANIBHADRA TRADELINK,V R PAWAR SAREES,SUN FLOWER,SURIYA PRINT,540754,40,0,411,2,2,-328.8,411,16440,5,821.67,17255.09,0730644,45,J.D.LOGISTICS,AMAR BHAI
1049,10/04/2026,382,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA,SAI CREATION,540754,68,0,285,2,2,-387.6,285,19380,5,968.61,20340.86,0730904,92,J.D.LOGISTICS,AMAR BHAI
1050,10/04/2026,383,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA,SAI CREATION,540754,72,0,285,2,2,-410.4,285,20520,5,1025.59,21537.38,0730903,93,J.D.LOGISTICS,AMAR BHAI
1051,10/04/2026,384,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDNI,B. SUMIT & CO.,540754,72,0,280,2,2,-403.2,280,20160,5,1007.6,21159.54,0730452,214,J.D.LOGISTICS,AMAR BHAI
1052,10/04/2026,385,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDNI,B. SUMIT & CO.,540754,72,0,280,2,2,-403.2,280,20160,5,1007.6,21159.54,0730451,215,J.D.LOGISTICS,AMAR BHAI
1053,10/04/2026,386,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDNI,B. SUMIT & CO.,540754,72,0,280,2,2,-403.2,280,20160,5,1007.6,21159.54,0730453,216,J.D.LOGISTICS,AMAR BHAI
1054,10/04/2026,387,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDNI,B. SUMIT & CO.,540754,72,0,280,2,2,-403.2,280,20160,5,1007.6,21159.54,0730450,217,J.D.LOGISTICS,AMAR BHAI
1055,10/04/2026,388,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDNI,B. SUMIT & CO.,540754,72,0,280,2,2,-403.2,280,20160,5,1007.6,21159.54,0730454,218,J.D.LOGISTICS,AMAR BHAI
1056,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,20029,ZIRR,540754,5,0,1400,2,2,-140,1400,7000,5,349.86,7347.06,0730242,481,J.D.LOGISTICS,RATAN BHAI
1057,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,20217,ZIRR,540754,3,0,1400,2,2,-84,1400,4200,5,209.92,4408.24,0730242,481,J.D.LOGISTICS,RATAN BHAI
1058,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,20360,ZIRR,540754,1,0,1695,2,2,-33.9,1695,1695,5,84.72,1779.04,0730242,481,J.D.LOGISTICS,RATAN BHAI
1059,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,ZL49,ZIRR,540754,1,0,1695,2,2,-33.9,1695,1695,5,84.72,1779.04,0730242,481,J.D.LOGISTICS,RATAN BHAI
1060,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,ZL51,ZIRR,540754,1,0,1695,2,2,-33.9,1695,1695,5,84.72,1779.04,0730242,481,J.D.LOGISTICS,RATAN BHAI
1061,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,1606,ZIRR,630790,4,0,3295,2,2,-263.6,3295,13180,18,2371.45,15546.18,0730242,481,J.D.LOGISTICS,RATAN BHAI
1062,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,1617,ZIRR,630790,1,0,4695,2,2,-93.9,4695,4695,18,844.76,5537.88,0730242,481,J.D.LOGISTICS,RATAN BHAI
1063,10/04/2026,389,MANIBHADRA TRADELINK,V R PAWAR SAREES,1618,ZIRR,630790,1,0,4695,2,2,-93.9,4695,4695,18,844.76,5537.88,0730242,481,J.D.LOGISTICS,RATAN BHAI
