SRNO,INVDATE,INVNO,SUPPLIER,PARTY,ITEM,BRAND,HSN,PCS,QTY,PRATE,ADAT %,DISC %,DISC AMT,RATE,ACCVALUE,GSTPERC,GSTAMT,NET AMT,LRNO,CASE NO,TRANSPORT,SALESPERSON
1,01/04/2026,1,MANIBHADRA TRADELINK,V R PAWAR SAREES,,VAANI FASHION,540754,16,0,545,2,2,-174.4,545,8720,5,435.83,9152.34,0725397,2,J.D.LOGISTICS,AMAR BHAI
2,01/04/2026,1,MANIBHADRA TRADELINK,V R PAWAR SAREES,,VAANI FASHION,540754,24,0,695,2,2,-333.6,695,16680,5,833.67,17507,0725397,2,J.D.LOGISTICS,AMAR BHAI
3,01/04/2026,1,MANIBHADRA TRADELINK,V R PAWAR SAREES,,VAANI FASHION,540754,11,0,1045,2,2,-229.9,1045,11495,5,574.52,12064.92,0725397,2,J.D.LOGISTICS,AMAR BHAI
4,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,KRISHNA ZALL,SAI DESIGNER CREATIVE,540754,5,0,1825,2,,,1825,9125,5,465.38,9772.88,725264,28,J.D.LOGISTICS,RATAN BHAI
5,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,ANUMATI NET,SAI DESIGNER CREATIVE,540754,5,0,2575,2,,,2575,12875,5,656.63,13789.13,725264,28,J.D.LOGISTICS,RATAN BHAI
6,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,DHANTERASH,SAI DESIGNER CREATIVE,540754,5,0,1495,2,,,1495,7475,5,381.23,8005.73,725264,28,J.D.LOGISTICS,RATAN BHAI
7,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,PUNITA ZALL,SAI DESIGNER CREATIVE,540754,5,0,1725,2,,,1725,8625,5,439.88,9237.38,725264,28,J.D.LOGISTICS,RATAN BHAI
8,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,BHAVANI ZALL,SAI DESIGNER CREATIVE,540754,4,0,2125,2,,,2125,8500,5,433.5,9103.5,725264,28,J.D.LOGISTICS,RATAN BHAI
9,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,PRIYANKA,SAI DESIGNER CREATIVE,540754,5,0,1495,2,,,1495,7475,5,381.23,8005.73,725264,28,J.D.LOGISTICS,RATAN BHAI
10,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHYAMLI,SAI DESIGNER CREATIVE,540754,4,0,1795,2,,,1795,7180,5,366.18,7689.78,725264,28,J.D.LOGISTICS,RATAN BHAI
11,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,DADHICHI Y,SAI DESIGNER CREATIVE,540754,5,0,1145,2,,,1145,5725,5,291.98,6131.48,725264,28,J.D.LOGISTICS,RATAN BHAI
12,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,ALKA Y,SAI DESIGNER CREATIVE,540754,5,0,1295,2,,,1295,6475,5,330.23,6934.73,725264,28,J.D.LOGISTICS,RATAN BHAI
13,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,TIRUPATI Y,SAI DESIGNER CREATIVE,540754,1,0,1375,2,,,1375,1375,5,70.13,1472.63,725264,28,J.D.LOGISTICS,RATAN BHAI
14,01/04/2026,2,MANIBHADRA TRADELINK,V R PAWAR SAREES,DRASHTI Y,SAI DESIGNER CREATIVE,540754,1,0,1345,2,,,1345,1345,5,68.6,1440.5,725264,28,J.D.LOGISTICS,RATAN BHAI
15,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,SALINI 2 NET,SAI DESIGNER CREATIVE,540754,6,0,2585,2,,,2585,15510,5,791.01,16611.21,725263,27,J.D.LOGISTICS,RATAN BHAI
16,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,ELITA,SAI DESIGNER CREATIVE,540754,6,0,3095,2,,,3095,18570,5,947.07,19888.47,725263,27,J.D.LOGISTICS,RATAN BHAI
17,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,PRAGNA,SAI DESIGNER CREATIVE,540754,6,0,2575,2,,,2575,15450,5,787.95,16546.95,725263,27,J.D.LOGISTICS,RATAN BHAI
18,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,UJJALA,SAI DESIGNER CREATIVE,540754,5,0,2265,2,,,2265,11325,5,577.58,12129.08,725263,27,J.D.LOGISTICS,RATAN BHAI
19,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,HASHMITA,SAI DESIGNER CREATIVE,540754,5,0,2095,2,,,2095,10475,5,534.23,11218.73,725263,27,J.D.LOGISTICS,RATAN BHAI
20,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,VENCY,SAI DESIGNER CREATIVE,540754,5,0,2275,2,,,2275,11375,5,580.13,12182.63,725263,27,J.D.LOGISTICS,RATAN BHAI
21,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,NANDANI,SAI DESIGNER CREATIVE,540754,6,0,1595,2,,,1595,9570,5,488.07,10249.47,725263,27,J.D.LOGISTICS,RATAN BHAI
22,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,KABIRA,SAI DESIGNER CREATIVE,540754,6,0,2625,2,,,2625,15750,5,803.25,16868.25,725263,27,J.D.LOGISTICS,RATAN BHAI
23,01/04/2026,3,MANIBHADRA TRADELINK,V R PAWAR SAREES,ARPITA ZALL,SAI DESIGNER CREATIVE,540754,5,0,1475,2,,,1475,7375,5,376.13,7898.63,725263,27,J.D.LOGISTICS,RATAN BHAI
24,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANA CHAT 1,SAI DESIGNER CREATIVE,540754,5,0,495,2,,,495,2475,5,126.23,2650.73,725265,29,J.D.LOGISTICS,RATAN BHAI
25,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANA CHAT 2,SAI DESIGNER CREATIVE,540754,5,0,495,2,,,495,2475,5,126.23,2650.73,725265,29,J.D.LOGISTICS,RATAN BHAI
26,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANA CHAT 4,SAI DESIGNER CREATIVE,540754,5,0,495,2,,,495,2475,5,126.23,2650.73,725265,29,J.D.LOGISTICS,RATAN BHAI
27,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHIVANSH 10,SAI DESIGNER CREATIVE,540754,6,0,595,2,,,595,3570,5,182.07,3823.47,725265,29,J.D.LOGISTICS,RATAN BHAI
28,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,KUNJAN W,SAI DESIGNER CREATIVE,540754,5,0,1075,2,,,1075,5375,5,274.13,5756.63,725265,29,J.D.LOGISTICS,RATAN BHAI
29,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,PAWAN W,SAI DESIGNER CREATIVE,540754,5,0,1395,2,,,1395,6975,5,355.73,7470.23,725265,29,J.D.LOGISTICS,RATAN BHAI
30,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,SWEETY WHITE,SAI DESIGNER CREATIVE,540754,5,0,1495,2,,,1495,7475,5,381.23,8005.73,725265,29,J.D.LOGISTICS,RATAN BHAI
31,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,DRASHTI W,SAI DESIGNER CREATIVE,540754,2,0,1345,2,,,1345,2690,5,137.19,2880.99,725265,29,J.D.LOGISTICS,RATAN BHAI
32,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAHERI WHITE,SAI DESIGNER CREATIVE,540754,1,0,1495,2,,,1495,1495,5,76.25,1601.15,725265,29,J.D.LOGISTICS,RATAN BHAI
33,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHISTI W,SAI DESIGNER CREATIVE,540754,1,0,1395,2,,,1395,1395,5,71.15,1494.05,725265,29,J.D.LOGISTICS,RATAN BHAI
34,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,SAWARIYA,SAI DESIGNER CREATIVE,540754,5,0,4295,2,,,4295,21475,5,1095.23,22999.73,725265,29,J.D.LOGISTICS,RATAN BHAI
35,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHARUMATI WHITE,SAI DESIGNER CREATIVE,540754,2,0,999,2,,,999,1998,5,101.9,2139.86,725265,29,J.D.LOGISTICS,RATAN BHAI
36,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHANDRIKA WHITE,SAI DESIGNER CREATIVE,540754,1,0,999,2,,,999,999,5,50.95,1069.93,725265,29,J.D.LOGISTICS,RATAN BHAI
37,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,BAISHAKHI WHITE,SAI DESIGNER CREATIVE,540754,1,0,999,2,,,999,999,5,50.95,1069.93,725265,29,J.D.LOGISTICS,RATAN BHAI
38,01/04/2026,4,MANIBHADRA TRADELINK,V R PAWAR SAREES,DARSHINIKA WHITE,SAI DESIGNER CREATIVE,540754,1,0,999,2,,,999,999,5,50.95,1069.93,725265,29,J.D.LOGISTICS,RATAN BHAI
39,01/04/2026,5,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAYURI,ROHAN FABRICS,540754,76,0,476,2,2,-723.52,476,36176,5,1808.08,37969.61,0725874,19,J.D.LOGISTICS,AMAR BHAI
40,01/04/2026,6,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAYURI,ROHAN FABRICS,540754,8,0,476,2,2,-76.16,476,3808,5,190.32,3996.8,0725873,20,J.D.LOGISTICS,AMAR BHAI
41,01/04/2026,6,MANIBHADRA TRADELINK,V R PAWAR SAREES,MILK CAKE,ROHAN FABRICS,540754,20,0,560,2,2,-224,560,11200,5,559.78,11755.3,0725873,20,J.D.LOGISTICS,AMAR BHAI
42,01/04/2026,6,MANIBHADRA TRADELINK,V R PAWAR SAREES,BARSAT,ROHAN FABRICS,540754,8,0,620,2,2,-99.2,620,4960,5,247.9,5205.92,0725873,20,J.D.LOGISTICS,AMAR BHAI
43,01/04/2026,6,MANIBHADRA TRADELINK,V R PAWAR SAREES,SITAFAL,ROHAN FABRICS,540754,24,0,850,2,2,-408,850,20400,5,1019.59,21411.43,0725873,20,J.D.LOGISTICS,AMAR BHAI
44,01/04/2026,6,MANIBHADRA TRADELINK,V R PAWAR SAREES,ANTIQE,ROHAN FABRICS,540754,4,0,795,2,2,-63.6,795,3180,5,158.94,3337.67,0725873,20,J.D.LOGISTICS,AMAR BHAI
45,01/04/2026,7,MANIBHADRA TRADELINK,V R PAWAR SAREES,METRO,SANJYOTI EXCLUSIVES,540754,72,0,391,2,2,-563.04,391,28152,5,1407.04,29547.78,0726528,1,J.D.LOGISTICS,AMAR BHAI
46,01/04/2026,8,MANIBHADRA TRADELINK,V R PAWAR SAREES,KALPSUTRA,RIDDHI FASHIONS,540754,71,0,421,2,2,-597.82,421,29891,5,1493.95,31372.99,725314,1,J.D.LOGISTICS,AMAR BHAI
47,01/04/2026,9,MANIBHADRA TRADELINK,V R PAWAR SAREES,BITCOIN,POOJA TEXTILES,540754,164,0,150,2,2,-492,150,24600,5,1229.51,25819.67,0726227,1001,J.D.LOGISTICS,AMAR BHAI
48,01/04/2026,10,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHALINI 2,NARESHWARI FASHION,540754,60,0,485,2,2,-582,485,29100,5,1454.42,30542.78,0725448,10,J.D.LOGISTICS,AMAR BHAI
49,01/04/2026,11,MANIBHADRA TRADELINK,V R PAWAR SAREES,KANISHA,NARESHWARI FASHION,540754,60,0,425,2,2,-510,425,25500,5,1274.49,26764.29,0725454,11,J.D.LOGISTICS,AMAR BHAI
50,01/04/2026,12,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAMEENI,NARESHWARI FASHION,540754,60,0,415,2,2,-498,415,24900,5,1244.5,26134.54,0725450,12,J.D.LOGISTICS,AMAR BHAI
51,01/04/2026,13,MANIBHADRA TRADELINK,V R PAWAR SAREES,MANGALSUTRA,NARESHWARI FASHION,540754,60,0,475,2,2,-570,475,28500,5,1424.43,29913.03,0725452,13,J.D.LOGISTICS,AMAR BHAI
52,01/04/2026,14,MANIBHADRA TRADELINK,V R PAWAR SAREES,DAAMINI,NARESHWARI FASHION,540754,24,0,470,2,2,-225.6,470,11280,5,563.77,11839.26,0725451,14,J.D.LOGISTICS,AMAR BHAI
53,01/04/2026,14,MANIBHADRA TRADELINK,V R PAWAR SAREES,MANGALSUTRA,NARESHWARI FASHION,540754,16,0,475,2,2,-152,475,7600,5,379.85,7976.81,0725451,14,J.D.LOGISTICS,AMAR BHAI
54,01/04/2026,14,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAMEENI,NARESHWARI FASHION,540754,20,0,415,2,2,-166,415,8300,5,414.83,8711.51,0725451,14,J.D.LOGISTICS,AMAR BHAI
55,01/04/2026,15,MANIBHADRA TRADELINK,V R PAWAR SAREES,KAVYANSHI,NARESHWARI FASHION,540754,28,0,415,2,2,-232.4,415,11620,5,580.77,12196.12,0725449,15,J.D.LOGISTICS,AMAR BHAI
56,01/04/2026,15,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHALINI 2,NARESHWARI FASHION,540754,28,0,485,2,2,-271.6,485,13580,5,678.73,14253.3,0725449,15,J.D.LOGISTICS,AMAR BHAI
57,01/04/2026,15,MANIBHADRA TRADELINK,V R PAWAR SAREES,KANISHA,NARESHWARI FASHION,540754,6,0,425,2,2,-51,425,2550,5,127.45,2676.43,0725449,15,J.D.LOGISTICS,AMAR BHAI
58,01/04/2026,16,MANIBHADRA TRADELINK,V R PAWAR SAREES,DAAMINI,NARESHWARI FASHION,540754,60,0,470,2,2,-564,470,28200,5,1409.44,29598.16,0725457,5,J.D.LOGISTICS,AMAR BHAI
59,01/04/2026,17,MANIBHADRA TRADELINK,V R PAWAR SAREES,DAAMINI,NARESHWARI FASHION,540754,60,0,470,2,2,-564,470,28200,5,1409.44,29598.16,0725458,6,J.D.LOGISTICS,AMAR BHAI
60,01/04/2026,18,MANIBHADRA TRADELINK,V R PAWAR SAREES,KAVYANSHI,NARESHWARI FASHION,540754,60,0,415,2,2,-498,415,24900,5,1244.5,26134.54,0725456,7,J.D.LOGISTICS,AMAR BHAI
61,01/04/2026,19,MANIBHADRA TRADELINK,V R PAWAR SAREES,ASHVINI,NARESHWARI FASHION,540754,60,0,455,2,2,-546,455,27300,5,1364.45,28653.53,0725453,8,J.D.LOGISTICS,AMAR BHAI
62,01/04/2026,20,MANIBHADRA TRADELINK,V R PAWAR SAREES,ASHVINI,NARESHWARI FASHION,540754,30,0,455,2,2,-273,455,13650,5,682.23,14326.77,0725455,9,J.D.LOGISTICS,AMAR BHAI
63,01/04/2026,20,MANIBHADRA TRADELINK,V R PAWAR SAREES,KANISHA,NARESHWARI FASHION,540754,30,0,425,2,2,-255,425,12750,5,637.25,13382.15,0725455,9,J.D.LOGISTICS,AMAR BHAI
64,01/04/2026,21,MANIBHADRA TRADELINK,V R PAWAR SAREES,ROYAL SIGNATURE,AMRAT INTERNATIONAL,540754,157,0,210,2,2,-659.4,210,32970,5,1647.84,34604.65,0726290,19,J.D.LOGISTICS,AMAR BHAI
65,01/04/2026,22,MANIBHADRA TRADELINK,V R PAWAR SAREES,SUNANDA,VARSHA FABRICS,540754,155,0,193,2,2,-598.3,193,29915,5,1495.15,31398.18,725467,1,J.D.LOGISTICS,AMAR BHAI
66,01/04/2026,23,MANIBHADRA TRADELINK,V R PAWAR SAREES,KASAM,MAHESH SAREES,540754,1120,0,105,2,2,-2352,105,117600,5,5877.65,123430.61,0725538,1,J.D.LOGISTICS,AMAR BHAI
67,01/04/2026,24,MANIBHADRA TRADELINK,V R PAWAR SAREES,RIM ZIM,MAHESH SAREES,540754,1120,0,105,2,2,-2352,105,117600,5,5877.65,123430.61,0726166,2,J.D.LOGISTICS,AMAR BHAI
68,01/04/2026,25,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA PATTU,SAI CREATION,540754,80,0,285,2,2,-456,285,22800,5,1139.54,23930.42,0726167,4,J.D.LOGISTICS,AMAR BHAI
69,01/04/2026,26,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA PATTU,SAI CREATION,540754,80,0,285,2,2,-456,285,22800,5,1139.54,23930.42,0726168,5,J.D.LOGISTICS,AMAR BHAI
70,01/04/2026,27,MANIBHADRA TRADELINK,V R PAWAR SAREES,AQUA SILK,LAVANYA SILK MILLS,540754,106,0,230,2,2,-487.6,230,24380,5,1218.51,25588.76,0725347,4,J.D.LOGISTICS,AMAR BHAI
71,01/04/2026,28,MANIBHADRA TRADELINK,V R PAWAR SAREES,AQUA SILK,LAVANYA SILK MILLS,540754,105,0,230,2,2,-483,230,24150,5,1207.02,25347.36,0725344,5,J.D.LOGISTICS,AMAR BHAI
72,01/04/2026,29,MANIBHADRA TRADELINK,V R PAWAR SAREES,AQUA SILK,LAVANYA SILK MILLS,540754,103,0,230,2,2,-473.8,230,23690,5,1184.03,24864.55,0725345,6,J.D.LOGISTICS,AMAR BHAI
73,01/04/2026,30,MANIBHADRA TRADELINK,V R PAWAR SAREES,AQUA SILK,LAVANYA SILK MILLS,540754,100,0,230,2,2,-460,230,23000,5,1149.54,24140.34,0725346,7,J.D.LOGISTICS,AMAR BHAI
74,01/04/2026,31,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725640,2,J.D.LOGISTICS,AMAR BHAI
75,01/04/2026,32,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725644,3,J.D.LOGISTICS,AMAR BHAI
76,01/04/2026,33,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725643,4,J.D.LOGISTICS,AMAR BHAI
77,01/04/2026,34,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725645,5,J.D.LOGISTICS,AMAR BHAI
78,01/04/2026,35,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725642,6,J.D.LOGISTICS,AMAR BHAI
79,01/04/2026,36,MANIBHADRA TRADELINK,V R PAWAR SAREES,DOLA SEQ,CHIRAG PRINTS,540754,160,0,220,2,2,-704,220,35200,5,1759.3,36945.22,0725639,7,J.D.LOGISTICS,AMAR BHAI
80,01/04/2026,37,MANIBHADRA TRADELINK,V R PAWAR SAREES,RENIYAL,ASHOK FASHIONS,540754,309,0,197,2,2,-1217.46,197,60873,5,3042.43,63891.08,0725812,4,J.D.LOGISTICS,AMAR BHAI
81,01/04/2026,38,MANIBHADRA TRADELINK,V R PAWAR SAREES,RENIYAL,ASHOK FASHIONS,540754,312,0,197,2,2,-1229.28,197,61464,5,3071.97,64511.38,0725813,3,J.D.LOGISTICS,AMAR BHAI
82,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,AKBAR,SAI DESIGNER CREATIVE,540754,2,0,1095,2,,,1095,2190,5,111.69,2345.49,0725838,43,J.D.LOGISTICS,RATAN BHAI
83,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,BHULBHULAIYA,SAI DESIGNER CREATIVE,540754,2,0,999,2,,,999,1998,5,101.9,2139.86,0725838,43,J.D.LOGISTICS,RATAN BHAI
84,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,KUNTI YELLOW,SAI DESIGNER CREATIVE,540754,12,0,999,2,,,999,11988,5,611.39,12839.15,0725838,43,J.D.LOGISTICS,RATAN BHAI
85,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,YAMIKA YELLOW,SAI DESIGNER CREATIVE,540754,12,0,999,2,,,999,11988,5,611.39,12839.15,0725838,43,J.D.LOGISTICS,RATAN BHAI
86,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,CINDRA,SAI DESIGNER CREATIVE,540754,5,0,1995,2,,,1995,9975,5,508.73,10683.23,0725838,43,J.D.LOGISTICS,RATAN BHAI
87,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHAHINI,SAI DESIGNER CREATIVE,540754,5,0,2065,2,,,2065,10325,5,526.58,11058.08,0725838,43,J.D.LOGISTICS,RATAN BHAI
88,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,KELVI SIFFON,SAI DESIGNER CREATIVE,540754,5,0,1925,2,,,1925,9625,5,490.88,10308.38,0725838,43,J.D.LOGISTICS,RATAN BHAI
89,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,MISHTI,SAI DESIGNER CREATIVE,540754,5,0,1495,2,,,1495,7475,5,381.23,8005.73,0725838,43,J.D.LOGISTICS,RATAN BHAI
90,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,BAGHI,SAI DESIGNER CREATIVE,540754,2,0,1395,2,,,1395,2790,5,142.29,2988.09,0725838,43,J.D.LOGISTICS,RATAN BHAI
91,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,HEERAKANI,SAI DESIGNER CREATIVE,540754,5,0,1395,2,,,1395,6975,5,355.73,7470.23,0725838,43,J.D.LOGISTICS,RATAN BHAI
92,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,MEGHA Y,SAI DESIGNER CREATIVE,540754,2,0,1595,2,,,1595,3190,5,162.69,3416.49,0725838,43,J.D.LOGISTICS,RATAN BHAI
93,01/04/2026,39,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHOBHA Y,SAI DESIGNER CREATIVE,540754,2,0,1595,2,,,1595,3190,5,162.69,3416.49,0725838,43,J.D.LOGISTICS,RATAN BHAI
94,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,ALBELY 1,SAI DESIGNER CREATIVE,540754,6,0,1175,2,,,1175,7050,5,359.55,7550.55,0725833,44,J.D.LOGISTICS,RATAN BHAI
95,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,ALBELY 2,SAI DESIGNER CREATIVE,540754,5,0,1175,2,,,1175,5875,5,299.63,6292.13,0725833,44,J.D.LOGISTICS,RATAN BHAI
96,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,ALBELY 3,SAI DESIGNER CREATIVE,540754,5,0,1175,2,,,1175,5875,5,299.63,6292.13,0725833,44,J.D.LOGISTICS,RATAN BHAI
97,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,KISMIS,SAI DESIGNER CREATIVE,540754,8,0,1195,2,,,1195,9560,5,487.56,10238.76,0725833,44,J.D.LOGISTICS,RATAN BHAI
98,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,SUVANRA,SAI DESIGNER CREATIVE,540754,4,0,1995,2,,,1995,7980,5,406.98,8546.58,0725833,44,J.D.LOGISTICS,RATAN BHAI
99,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHREEJI,SAI DESIGNER CREATIVE,540754,6,0,3095,2,,,3095,18570,5,947.07,19888.47,0725833,44,J.D.LOGISTICS,RATAN BHAI
100,01/04/2026,40,MANIBHADRA TRADELINK,V R PAWAR SAREES,SIFARISH,SAI DESIGNER CREATIVE,540754,5,0,1645,2,,,1645,8225,5,419.48,8808.98,0725833,44,J.D.LOGISTICS,RATAN BHAI
101,01/04/2026,41,MANIBHADRA TRADELINK,V R PAWAR SAREES,GOPAL JEE LUMP,GOVIND SILK MILLS,540754,6,611.25,40,2,4.5,-1100.25,40,24450,5,1190.84,25007.59,0726058,127,J.D.LOGISTICS,AMAR BHAI
102,01/04/2026,42,MANIBHADRA TRADELINK,V R PAWAR SAREES,BANARAS SILK,ABHIRANG TEXTILES,540754,143,0,311,2,2,-889.46,311,44473,5,2222.76,46677.97,0725742,1,J.D.LOGISTICS,AMAR BHAI
103,01/04/2026,43,MANIBHADRA TRADELINK,V R PAWAR SAREES,BANARAS SILK,ABHIRANG TEXTILES,540754,145,0,311,2,2,-901.9,311,45095,5,2253.85,47330.81,0725741,2,J.D.LOGISTICS,AMAR BHAI
104,01/04/2026,44,MANIBHADRA TRADELINK,V R PAWAR SAREES,BANARAS SILK,ABHIRANG TEXTILES,540754,145,0,311,2,2,-901.9,311,45095,5,2253.85,47330.81,0725744,3,J.D.LOGISTICS,AMAR BHAI
105,01/04/2026,45,MANIBHADRA TRADELINK,V R PAWAR SAREES,BANARAS SILK,ABHIRANG TEXTILES,540754,136,0,311,2,2,-845.92,311,42296,5,2113.95,44393.03,0725740,4,J.D.LOGISTICS,AMAR BHAI
106,01/04/2026,46,MANIBHADRA TRADELINK,V R PAWAR SAREES,BANARAS SILK,ABHIRANG TEXTILES,540754,129,0,311,2,2,-802.38,311,40119,5,2005.15,42108.1,0725743,5,J.D.LOGISTICS,AMAR BHAI
107,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,PARAS,SHIVSHRADHA PRINT,540754,6,0,799,2,5,-239.7,799,4794,5,232.27,4877.66,0726569,11,J.D.LOGISTICS,AMAR BHAI
108,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,FIRKI,SHIVSHRADHA PRINT,540754,6,0,799,2,5,-239.7,799,4794,5,232.27,4877.66,0726569,11,J.D.LOGISTICS,AMAR BHAI
109,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,BHEEM,SHIVSHRADHA PRINT,540754,6,0,845,2,5,-253.5,845,5070,5,245.64,5158.47,0726569,11,J.D.LOGISTICS,AMAR BHAI
110,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,MEGHA,SHIVSHRADHA PRINT,540754,6,0,1295,2,5,-388.5,1295,7770,5,376.46,7905.59,0726569,11,J.D.LOGISTICS,AMAR BHAI
111,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEXON,SHIVSHRADHA PRINT,540754,6,0,995,2,5,-298.5,995,5970,5,289.25,6074.18,0726569,11,J.D.LOGISTICS,AMAR BHAI
112,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGLI,SHIVSHRADHA PRINT,540754,5,0,1695,2,5,-423.75,1695,8475,5,410.61,8622.89,0726569,11,J.D.LOGISTICS,AMAR BHAI
113,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,COOL,SHIVSHRADHA PRINT,540754,5,0,1695,2,5,-423.75,1695,8475,5,410.61,8622.89,0726569,11,J.D.LOGISTICS,AMAR BHAI
114,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHHAVAN,SHIVSHRADHA PRINT,540754,6,0,950,2,5,-285,950,5700,5,276.17,5799.47,0726569,11,J.D.LOGISTICS,AMAR BHAI
115,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,PRENAA,SHIVSHRADHA PRINT,540754,6,0,850,2,5,-255,850,5100,5,247.1,5189,0726569,11,J.D.LOGISTICS,AMAR BHAI
116,02/04/2026,47,MANIBHADRA TRADELINK,V R PAWAR SAREES,SONAL,SHIVSHRADHA PRINT,540754,6,0,699,2,5,-209.7,699,4194,5,203.2,4267.19,0726569,11,J.D.LOGISTICS,AMAR BHAI
