Item Name,Design No,Colour (Shades),Purchase Price (Ex-Mill),Sales Price (Retail)
FUREON,F4H83 / 1TF0155137,"1, 2, 4, 5, 9, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 24, 6, 7, 13, 14, 17, 25, 26, 27, 28",465.00,764.00
FUREON,F4H83 / 1TF0155139,"1, 3, 2",465.00,764.00
FUREON,F4H83 / 1TF1002073,"1, 2, 3, 4, 5",465.00,764.00
FUREON,F4H83 / 1TF1002074,"1, 2, 3",465.00,764.00
FUREON,F4H83 / 1TF1002719,"1, 2, 3, 5, 6, 4",465.00,764.00
FUREON,F4H83 / 1TF1002720,"1, 2, 3, 4",465.00,764.00
ONESTO,F4F95 / 1MF1003908,"1, 2, 3",461.00,758.00
ONESTO,F4F95 / 1MF1003909,"1, 2, 3, 4, 5, 6, 7",461.00,758.00
ONESTO,F4F95 / 1MF1003910,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",461.00,758.00
ONESTO,F4F95 / 1MF1003911,"1, 2, 3, 4, 5, 6",461.00,758.00
ONESTO,F4F95 / 1MF0922150,"1, 2, 5, 3, 4",461.00,758.00
ONESTO,F4F95 / 1MF1003912,"1, 2, 3, 4, 5, 6",461.00,758.00
ONESTO,F4F96 / 1MF1003913,"1, 2, 3, 4",461.00,758.00
ONESTO,F4F95 / 1MF1003914,"1, 2, 3, 4",461.00,758.00
ONESTO,F4F95 / 1MF0926677,"1, 2, 3, 4",461.00,758.00
ONESTO,F4F96 / 1MF0920535,"1, 2, 3, 4, 6, 7",461.00,758.00
ONESTO,F4F96 / 1MF0926673,"1, 4, 5, 2, 3, 6",461.00,758.00
ONESTO,F4F95 / 1MF0922159,"3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 19, 24, 27, 28, 29, 30, 1, 2, 8, 9, 17, 21, 22, 23",461.00,758.00
ONESTO,F4F95 / 1MF1003915,"1, 2, 3, 4, 5",461.00,758.00
ONESTO,F4F95 / 1MF0924584,"3, 5, 4",461.00,758.00
ONESTO,F4F95 / 1MF0924580,"1, 2",461.00,758.00
ONESTO,F4F95 / 1MF0924579,"1, 2, 3",461.00,758.00
QUEST,F4F91 / 1TF1002002,"1, 2, 3",420.00,690.00
QUEST,F4B62 / 1TF1002005,"1, 2, 3, 4, 5",420.00,690.00
QUEST,F4F91 / 1TF1002006,"1, 2, 3, 4",420.00,690.00
QUEST,F4B62 / 1TF1002007,"1, 2, 3, 4",420.00,690.00
QUEST,F4B62 / 1TF1002008,"1, 2, 3",420.00,690.00
QUEST,F4F92 / 1TF1002010,"1, 2, 3, 4, 5, 6",420.00,690.00
QUEST,F4B62 / 1TF1002011,"1, 2, 3, 4, 5",420.00,690.00
QUEST,F4F91 / 1TF1002012,"1, 2, 3",420.00,690.00
QUEST,F4B62 / 1TF1002013,"1, 2, 3, 4, 5",420.00,690.00
QUEST,F4F93 / 1TF1003533,"1, 2, 3, 4",420.00,690.00
QUEST,F4708 / 1TF1002056,"1, 2, 3, 4",420.00,690.00
QUEST,F4F91 / 1TF1002018,"1, 2, 3",420.00,690.00
QUEST,F4F93 / 1TF1002060,"1, 2, 3, 4",420.00,690.00
QUEST,F4F92 / 1TF1002020,"1, 2, 3",420.00,690.00
QUEST,F4F91 / 1TF1002021,"1, 2, 3",420.00,690.00
QUEST,F4F93 / 1TF0150998,"20, 28, 31, 1, 4, 5, 9, 14, 15, 17, 30, 2, 7, 12, 13, 16, 27, 32, 33",420.00,690.00
QUEST,F4F91 / 1TF1002022,"1, 2, 3",420.00,690.00
QUEST,F4140 / 1TF0101732,"1, 2, 3, 4, 7, 8, 9, 12, 13, 16, 19, 21, 23, 24, 27, 31, 33, 40, 14, 17, 22, 29",445.00,732.00
QUEST,F4140 / 1TF0111173,"4, 10, 11, 14, 15, 18, 19, 26, 1, 2, 5, 6, 7, 9, 16, 17, 20",445.00,732.00
QUEST,F4F92 / 1TF1002183,"1, 2, 3",420.00,690.00
QUEST,F4140 / 1TF0101118,"1, 2, 4, 5, 6, 7, 15, 20, 21, 22, 24, 27, 32, 48, 56, 57, 59, 3, 23, 25, 49, 54, 55, 58, 61, 62, 63",445.00,732.00
QUEST,F4140 / 1TF0113510,"1, 2, 3, 4, 5, 7, 9, 10, 6, 11",445.00,732.00
QUEST,F4B62 / 1TF0134955,"1, 3, 4, 5, 6, 2",445.00,732.00
QUEST,F4F92 / 1TF0153473,"1, 3, 2, 4, 5",420.00,690.00
QUEST,F4F92 / 1TF0153471,"1, 2, 3, 4, 5",420.00,690.00
QUEST,F4F91 / 1TF0152746,"2, 8, 12, 13, 21, 1, 3, 4, 7, 9, 20, 22",420.00,690.00
QUEST,F4F93 / 1TF0153472,"3, 1, 2",420.00,690.00
QUEST,F4F91 / 1TF0150820,"1, 2, 3",420.00,690.00
BELLISMO,F4373 / 1TF1001813,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001814,"1, 2, 3, 4, 5",430.00,707.00
BELLISMO,F4373 / 1TF0153268,"1, 2, 3, 4, 5",430.00,707.00
BELLISMO,F4373 / 1TF1001815,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001816,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF1001817,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001818,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF1001820,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001822,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001823,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF1001824,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF0151356,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF1001827,"1, 2, 3, 4, 5, 6, 7, 8, 9",430.00,707.00
BELLISMO,F4373 / 1TF1001829,"1, 4, 2, 3, 5",430.00,707.00
BELLISMO,F4373 / 1TF1001830,"1, 2, 3",430.00,707.00
BELLISMO,F4373 / 1TF1001831,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF1001833,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF0150778,"1, 5, 2, 6, 7",430.00,707.00
BELLISMO,F4373 / 1TF0152919,"2, 1",430.00,707.00
BELLISMO,F4373 / 1TF0139343,"1, 2, 3, 5, 6, 7, 8, 9",430.00,707.00
BELLISMO,F4373 / 1TF0139344,"3, 4, 9, 1, 2",430.00,707.00
BELLISMO,F4373 / 1TF0153240,"1, 2, 3, 4",430.00,707.00
BELLISMO,F4373 / 1TF0152925,"1, 3, 2",430.00,707.00
BELLISMO,F4373 / 1TF0126509,"1, 2, 3, 6, 10, 13, 14, 16, 17",430.00,707.00
BELLISMO,F4373 / 1TF0126547,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 24, 25, 26, 32, 34, 35, 6",430.00,707.00
BELLISMO,F4373 / 1TF0133479,"9, 20, 21, 1, 2, 3, 4, 5, 8, 13, 14, 24, 22, 23, 25, 26, 27, 19",430.00,707.00
BELLISMO,F4373 / 1TF0150795,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",430.00,707.00
BELLISMO,F4373 / 1TF0127350,"3, 4, 8, 9, 10, 11, 13, 15, 16, 17, 18, 22, 23, 35, 38, 44, 45, 48, 49, 50, 51, 36, 63, 65, 71, 72, 73",430.00,707.00
BELLISMO,F4373 / 1TF0151349,"1, 2, 5, 7",430.00,707.00
BELLISMO,F4373 / 1TF1001837,"1, 2, 3",430.00,707.00
SOLARIUM,F4D55 / 1PF0127183,1,616.00,1013.00
SOLARIUM,F4037 / 1PF0001762,"1, 2",710.00,1167.00
SOLARIUM,F4031 / 1PF0009396,"1, 2",616.00,1013.00
SOLARIUM,F4033 / 1PF0109679,1,769.00,1264.00
SOLARIUM,F4036 / 1PF0109682,1,656.00,1078.00
SOLARIUM,F4031 / 1PF0009395,1,616.00,1013.00
SOLARIUM,F4031 / 1PF0000413,1,506.00,832.00
SOLARIUM,F4D65 / 1MF0919277,1,431.00,709.00
SOLARIUM,F4D66 / 1MF0919278,"1, 2",431.00,709.00
SOLARIUM,F4D67 / 1MF0919279,"1, 2",431.00,709.00
SOLARIUM,F4D68 / 1MF0919280,"1, 2",431.00,709.00
SOLARIUM,G9332 / 1MG0919281,1,462.00,759.00
SOLARIUM,G9327 / 1MG0919282,1,462.00,759.00
FENESTA,F4F97 / 1MF1003973,"1, 2, 3, 4",405.00,666.00
FENESTA,F4F97 / 1MF1003974,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",405.00,666.00
FENESTA,F4F97 / 1MF1003975,"1, 2, 3",405.00,666.00
FENESTA,F4F97 / 1MF1003976,"1, 2, 3, 4, 5, 6, 7, 8, 9",405.00,666.00
FENESTA,F4G01 / 1MF1003977,"1, 2, 3",405.00,666.00
FENESTA,F4F97 / 1MF1003978,"1, 2, 3",405.00,666.00
FENESTA,F4G01 / 1MF1003979,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",405.00,666.00
FENESTA,F4G01 / 1MF1003980,"1, 2, 3",415.00,682.00
FENESTA,F4F97 / 1MF1003981,"1, 2, 3",405.00,666.00
FENESTA,F4F97 / 1MF1003982,"1, 2, 3, 4, 5",405.00,666.00
FENESTA,F4F97 / 1MF1003983,"1, 2, 3, 4, 5, 6",405.00,666.00
FENESTA,F4F97 / 1MF1003984,"1, 2, 3, 4, 5, 6, 7",415.00,682.00
FENESTA,F4F96 / 1MF1003985,"1, 2, 3, 4",405.00,666.00
FENESTA,F4F97 / 1MF1003986,"1, 2, 3, 4",405.00,666.00
FENESTA,F4G01 / 1MF1003987,"1, 2, 3, 4",405.00,666.00
FENESTA,F4F97 / 1MF1003988,"1, 2, 3, 4, 5",405.00,666.00
FENESTA,F4F97 / 1MF1003989,"1, 2, 3, 4, 5, 6, 7, 8",415.00,682.00
FENESTA,F4F97 / 1MF1003990,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",405.00,666.00
FENESTA,F4F97 / 1MF1003991,"1, 2, 3, 4, 5, 6, 7, 8, 9",405.00,666.00
FENESTA,F4F97 / 1MF1003992,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",405.00,666.00
FENESTA,F4F97 / 1MF1004072,"17, 18, 19, 20, 21, 22, 23, 17, 18, 19, 20, 21, 22, 23, 24, 25, 1, 2, 3, 4, 5, 6, 7",415.00,682.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF1002094,"1, 2, 3",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF1002095,"1, 2, 3, 4, 5",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF1002096,"1, 2",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF1002098,"1, 2, 3, 4, 5, 6, 7, 8",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4030 / 1PF0011894,"1, 10, 29, 36, 61, 65, 156, 174",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0150751,"1, 2, 3, 5",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0153281,"1, 2, 3, 4, 6, 5",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF1002099,"1, 2, 3, 4",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0139445,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 20, 19, 21, 22, 23, 24, 25",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0107453,"2, 3, 4, 5, 6, 7, 10, 13, 18",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0139443,"1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4444 / 1TF0117697,"19, 20, 26, 27, 29, 30, 2, 3, 11, 12, 13, 14, 15, 17, 10",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0114634,"1, 2, 3, 5, 6, 7, 9, 11, 12, 15, 16, 17, 18, 19, 22",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0110844,"24, 29, 31, 1, 2, 6, 8, 12, 14, 16, 19, 20, 21, 25, 26, 27, 29",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0139453,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19, 20, 21",379.00,603.00
8 9 10 11 12 13 14 15 BONANZA,F4128 / 1TF0152785,"22, 24, 1, 2, 3, 5, 4, 6",379.00,603.00
FABRO,F4883 / 1MF1003894,"1, 2, 3",365.00,600.00
FABRO,F4883 / 1MF1003895,"4, 5, 1, 2, 3",365.00,600.00
FABRO,F4H95 / 1MF1003896,"1, 2, 3, 4",365.00,600.00
FABRO,F4883 / 1MF1003897,"1, 2, 3, 4, 5, 6, 7, 8",365.00,600.00
FABRO,F4883 / 1MF1003898,"1, 2, 3, 4, 5, 6",365.00,600.00
FABRO,F4883 / 1MF1003899,"1, 2, 3, 4, 5",365.00,600.00
FABRO,F4883 / 1MF1003900,"1, 2, 3, 4, 5, 6, 7",365.00,600.00
FABRO,F4883 / 1MF1003901,"1, 2, 3, 4",365.00,600.00
FABRO,F4883 / 1MF1003902,"1, 2, 3",365.00,600.00
FABRO,F4883 / 1MF1003903,"1, 2, 3",365.00,600.00
FABRO,F4883 / 1MF1003904,"1, 2, 3",365.00,600.00
FABRO,F4883 / 1MF1003905,"1, 2, 3",365.00,600.00
FABRO,F4883 / 1MF1003906,"1, 2, 3, 4",365.00,600.00
FABRO,F4883 / 1MF1003907,"1, 2, 3, 4, 5, 6",365.00,600.00
FABRO,F4883 / 1MF0926746,"2, 3, 1",365.00,600.00
FABRO,F4883 / 1MF0924539,"1, 2, 3, 4",365.00,600.00
FABRO,F4883 / 1MF0926747,"1, 2, 3, 4, 5, 6",365.00,600.00
FABRO,F4883 / 1MF0922255,"2, 3, 13, 14, 18, 19, 20, 10, 15, 21, 22",365.00,600.00
FABRO,F4883 / 1MF0922251,"2, 3, 4, 1",365.00,600.00
FABRO,F4G01 / 1MF0922254,"1, 2, 3",365.00,600.00
FABRO,F4354 / 1MF0922253,"3, 4, 5, 9, 11, 12, 8, 10",365.00,600.00
FABRO,F4883 / 1MF0922249,"3, 5, 7, 8, 12, 13, 14, 1, 2, 4, 6, 9, 10, 11, 15",365.00,600.00
FABRO,F4883 / 1MF0922248,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 2",365.00,600.00
FABRO,F4H95 / 1MF0924547,"1, 2, 3, 4, 5, 6, 7, 9, 10, 8, 11, 12, 13, 14",365.00,600.00
FABRO,F4883 / 1MF0922252,"3, 4, 6, 8, 11, 13, 15, 20, 1, 2, 5, 7, 10, 12, 17, 18, 19, 21, 22, 23, 24, 25",365.00,600.00
FABRO,F4883 / 1MF0924541,"26, 27, 1, 2, 3, 4",365.00,600.00
TRO STRETCH,F4D57 / 1MF0918754,"7, 9, 12, 13, 15, 17, 25, 29, 36, 37, 38, 6, 11, 16, 18, 24, 27, 30, 39, 40, 1, 3, 4, 5",405.00,644.00
TRO STRETCH,F4H93 / 1MF0924686,"3, 7, 8, 10, 18, 19, 21, 23, 1, 4, 5, 6, 9, 11, 12, 14, 16, 17, 20, 22, 24, 25, 26",460.00,731.00
TRO STRETCH,F4H94 / 1MF0924687,"1, 2, 3",380.00,604.00
COOL COMFORT,F4038 / 1PF0154211,"4, 6, 9, 1, 3, 11, 12, 2, 5, 7, 8",530.00,843.00
COOL COMFORT,F4038 / 1PF0001205,"9, 35, 48, 79, 196, 1, 80, 201, 202",525.00,835.00
SUPER TROVINE,F4030 / 1PF0001322,"1, 21, 56, 67, 117, 363, 367",475.00,755.00
SUPER TROVINE,F4030 / 1PF0006278,"174, 610, 612, 175",475.00,755.00
SUPER TROVINE,F4030 / 1PF0006371,"11, 104, 127, 197, 201, 259, 262",435.00,692.00
PREMIUM TROVINE,F5050 / 1PF0114155,"4, 5, 7, 15, 1, 2",360.00,545.00
TRIDENT,F5030 / 1PF0003760,"1, 5, 21, 156, 267, 276, 279, 302, 396",349.00,528.00
TROVINE,F5030 / 1PF0002824,"1101, 1103",329.00,498.00
TROVINE,F5030 / 1PF0002939,"103, 124, 218, 396, 571, 619, 620, 641, 659, 738, 744, 790, 857, 892, 895, 1028, 1145",329.00,498.00
TROVINE,F5055 / 1PF0012345,"7, 11, 12, 13, 14, 27, 47, 504",325.00,492.00
TROVINE,18,29,35,
TROVINE,18.00,6.00,6.60,
TROVINE,36,38,43,
TROVINE,2.20,6.50,9.00,
TROVINE,44,49,60,
TROVINE,10.00,8.00,12.00,
TROVINE,94,,,
TROVINE,30.00,,,
